timestamp,filename,fileattr,refnum,parentrefnum,reason
.  2023-07-07 05:19:42.990053,New Text Document.txt,ARCHIVE,2251799813775257,281474976807098,RENAME_OLD_NAME
.  2023-07-07 05:19:42.990053,secret_6.txt,ARCHIVE,2251799813775257,281474976807098,RENAME_NEW_NAME
.  2023-07-07 05:19:42.990053,secret_6.txt,ARCHIVE,2251799813775257,281474976807098,RENAME_NEW_NAME CLOSE
.  2023-07-07 05:19:43.071125,secret_6.txt,ARCHIVE,2251799813775257,281474976807098,OBJECT_ID_CHANGE
.  2023-07-07 05:19:43.071125,secret_6.txt,ARCHIVE,2251799813775257,281474976807098,OBJECT_ID_CHANGE CLOSE
.  2023-07-07 05:19:49.891546,secret_6.txt,ARCHIVE,2251799813775257,281474976807098,DATA_EXTEND
.  2023-07-07 05:19:49.891546,secret_6.txt,ARCHIVE,2251799813775257,281474976807098,DATA_EXTEND CLOSE
.  2023-07-07 05:19:56.584320,New Text Document.txt,ARCHIVE,2251799813775260,281474976807098,FILE_CREATE
.  2023-07-07 05:19:56.584320,New Text Document.txt,ARCHIVE,2251799813775260,281474976807098,FILE_CREATE CLOSE
.  2023-07-07 05:19:59.834064,New Text Document.txt,ARCHIVE,2251799813775260,281474976807098,RENAME_OLD_NAME
.  2023-07-07 05:19:59.834064,secret_7.txt,ARCHIVE,2251799813775260,281474976807098,RENAME_NEW_NAME
.  2023-07-07 05:19:59.834064,secret_7.txt,ARCHIVE,2251799813775260,281474976807098,RENAME_NEW_NAME CLOSE
.  2023-07-07 05:19:59.898367,secret_7.txt,ARCHIVE,2251799813775260,281474976807098,OBJECT_ID_CHANGE
.  2023-07-07 05:19:59.898367,secret_7.txt,ARCHIVE,2251799813775260,281474976807098,OBJECT_ID_CHANGE CLOSE
.  2023-07-07 05:20:05.938961,secret_7.txt,ARCHIVE,2251799813775260,281474976807098,DATA_EXTEND
.  2023-07-07 05:20:05.938961,secret_7.txt,ARCHIVE,2251799813775260,281474976807098,DATA_EXTEND CLOSE
